cliente_id,tenure_meses,plano,mensalidade,contrato,usuarios_ativos,logins_30d,features_usadas,tickets_suporte,nps,atraso_pagamento_dias,desconto_ativo,integracoes_ativas,churn
C01069,17,Pro,137.14,Mensal,17,6,14,1,5,0.7,1,5,1
C01070,22,Pro,143.68,Anual,21,11,5,0,1,0.9,0,4,0
C01071,9,Basic,50.26,Mensal,4,4,13,2,9,0.5,0,0,0
C01072,32,Pro,151.39,Anual,22,15,2,1,10,0.1,0,3,0
C01073,21,Pro,153.47,Mensal,13,8,7,3,10,2.3,0,6,0
C01074,7,Basic,50.35,Mensal,2,8,8,2,6,5.8,0,7,0
C01075,6,Enterprise,551.09,Mensal,1,4,19,2,1,1.1,1,3,0
C01076,10,Pro,143.43,Mensal,13,9,9,2,1,1.5,0,6,0
C01077,17,Basic,45.03,Anual,4,21,5,0,0,2.3,0,0,0
C01078,19,Pro,141.17,Mensal,20,10,1,3,5,5.2,0,0,0
C01079,21,Pro,143.76,Mensal,14,11,4,1,9,0.2,1,5,0
C01080,49,Basic,46.61,Mensal,5,2,5,1,8,0.7,0,7,0
C01081,2,Basic,49.23,Anual,2,17,7,2,5,2.5,0,0,0
C01082,12,Pro,158.33,Bienal,10,7,3,1,8,4.6,0,1,0
C01083,47,Pro,160.47,Anual,12,14,15,3,5,1.7,0,7,0
C01084,22,Basic,50.24,Mensal,1,16,8,2,6,0.9,0,7,0
C01085,5,Basic,54.25,Bienal,3,8,5,3,6,2.6,0,3,0
C01086,15,Basic,48.13,Mensal,3,11,10,1,6,1.3,1,0,0
C01087,12,Enterprise,458.27,Mensal,99,6,6,1,5,0.6,0,3,1
C01088,11,Pro,156.85,Mensal,12,9,13,1,8,3.5,0,5,0
C01089,9,Basic,44.5,Mensal,2,8,11,2,6,2.7,0,2,0
C01090,14,Pro,143.38,Mensal,1,8,18,5,2,0.7,0,2,0
C01091,28,Pro,152.87,Mensal,17,10,13,0,10,2.3,0,3,0
C01092,9,Basic,48.75,Mensal,3,7,7,0,5,1.9,0,3,0
C01093,21,Basic,48.53,Mensal,1,8,3,0,6,0.0,0,6,0
C01094,23,Pro,140.2,Mensal,14,11,2,1,5,0.6,0,3,1
C01095,32,Basic,48.97,Mensal,2,6,13,1,3,0.4,0,4,0
C01096,6,Basic,51.46,Anual,5,15,1,6,0,0.4,0,3,0
C01097,13,Pro,149.15,Anual,8,15,8,4,2,0.5,0,5,0
C01098,8,Enterprise,478.29,Mensal,90,12,1,1,10,3.7,0,5,0
C01099,14,Basic,45.94,Mensal,1,18,7,4,10,1.0,1,0,1
C01100,14,Pro,142.97,Mensal,11,8,17,1,1,1.6,0,0,0
C01101,5,Enterprise,508.79,Mensal,88,4,2,2,6,3.6,0,6,1
C01102,15,Basic,49.84,Mensal,2,7,19,3,2,2.7,1,0,0
C01103,51,Basic,47.04,Mensal,2,9,19,3,6,0.4,1,4,0
C01104,19,Pro,132.53,Anual,16,11,17,1,7,1.1,1,6,0
C01105,4,Pro,152.13,Anual,12,17,14,2,0,7.0,0,4,0
C01106,6,Basic,46.8,Anual,4,10,4,3,10,1.1,1,0,0
C01107,13,Pro,154.13,Anual,13,18,2,2,10,1.0,1,2,0
C01108,6,Pro,143.37,Anual,14,22,18,1,10,2.9,0,1,0
C01109,30,Pro,141.64,Anual,17,17,7,1,5,2.3,0,0,0
C01110,3,Pro,150.14,Anual,16,15,9,3,7,0.4,0,2,0
C01111,19,Basic,54.78,Anual,3,10,2,3,10,1.5,0,2,0
C01112,3,Basic,50.84,Anual,3,10,2,1,2,4.9,0,5,1
C01113,13,Basic,49.33,Anual,3,15,11,1,1,2.4,0,6,0
C01114,5,Enterprise,507.95,Mensal,69,2,8,3,8,2.5,1,4,0
C01115,22,Enterprise,455.31,Mensal,45,3,14,2,3,0.8,1,4,1
C01116,27,Pro,140.64,Mensal,6,6,16,3,1,2.9,1,6,0
C01117,17,Basic,42.85,Mensal,1,9,2,1,2,2.3,0,2,1
C01118,28,Pro,161.89,Mensal,25,9,19,1,7,1.3,0,3,0
C01119,1,Basic,52.74,Mensal,1,7,18,1,4,6.2,1,4,0
C01120,15,Basic,49.96,Mensal,4,5,11,4,3,2.7,0,6,0
C01121,19,Basic,49.33,Mensal,2,3,8,4,10,8.7,0,2,0
C01122,21,Pro,137.44,Bienal,22,18,4,2,10,1.3,0,4,0
C01123,18,Basic,48.46,Mensal,1,8,5,1,4,1.1,0,1,1
C01124,21,Pro,162.35,Mensal,13,6,14,1,2,2.9,0,2,0
C01125,15,Enterprise,502.28,Mensal,126,7,3,3,9,0.8,1,5,1
C01126,4,Pro,144.79,Mensal,19,5,19,4,8,0.5,0,6,0
C01127,8,Basic,44.69,Anual,2,15,3,2,8,0.2,1,1,0
C01128,31,Enterprise,533.44,Anual,17,12,15,1,2,1.3,0,7,0
C01129,28,Pro,148.48,Mensal,7,7,17,4,3,0.0,0,4,0
C01130,19,Basic,44.7,Mensal,4,9,6,0,0,0.9,1,7,0
C01131,22,Pro,142.11,Mensal,12,8,10,3,6,0.3,0,5,1
C01132,26,Pro,139.48,Anual,14,17,11,3,0,1.1,1,1,0
C01133,18,Basic,48.68,Bienal,3,20,16,1,9,0.6,0,0,0
C01134,30,Basic,49.51,Bienal,1,18,1,0,3,2.7,0,7,0
C01135,29,Basic,47.77,Mensal,3,16,5,3,6,0.2,1,5,0
C01136,61,Basic,50.9,Anual,2,17,3,1,1,6.2,0,6,0
C01137,9,Pro,149.59,Anual,16,12,7,0,2,0.2,0,0,0
C01138,9,Basic,51.6,Anual,2,19,13,0,2,3.5,0,1,0
C01139,18,Basic,48.12,Mensal,1,9,8,2,9,0.1,1,6,0
C01140,45,Basic,56.46,Mensal,2,10,10,2,10,0.2,0,6,0
C01141,32,Basic,47.62,Mensal,3,6,9,1,6,1.0,0,2,0
C01142,24,Basic,46.79,Mensal,3,13,1,0,1,0.5,0,7,1
C01143,33,Pro,141.35,Anual,15,30,2,2,10,0.3,1,1,0
C01144,19,Basic,48.48,Mensal,4,8,5,1,3,0.2,0,2,0
C01145,11,Basic,44.79,Mensal,2,12,1,1,7,4.5,0,1,0
C01146,52,Pro,151.19,Anual,15,18,16,0,2,1.7,0,4,0
C01147,18,Enterprise,451.46,Mensal,64,5,19,1,4,1.1,0,3,1
C01148,29,Basic,49.4,Bienal,4,10,10,0,0,1.1,0,4,0
C01149,1,Basic,45.69,Anual,3,18,13,3,4,3.3,0,2,0
C01150,1,Basic,48.07,Anual,2,12,2,2,7,10.0,0,4,0
C01151,15,Basic,50.48,Anual,1,16,2,3,9,2.5,0,3,0
C01152,6,Basic,54.64,Mensal,4,11,12,2,10,1.5,0,2,0
C01153,16,Enterprise,472.1,Mensal,56,8,15,3,10,1.7,1,6,0
C01154,9,Pro,147.88,Bienal,15,9,18,4,10,0.8,0,6,0
C01155,67,Basic,47.23,Mensal,5,8,7,1,4,1.8,0,0,0
C01156,27,Enterprise,477.3,Mensal,105,7,8,1,2,2.0,0,2,0
C01157,35,Basic,47.25,Anual,4,6,16,1,1,0.4,1,2,0
C01158,1,Basic,51.02,Mensal,2,10,3,1,1,1.6,1,2,0
C01159,24,Basic,47.8,Mensal,4,8,19,4,0,2.3,1,0,0
C01160,12,Basic,54.51,Mensal,3,10,6,0,7,3.2,1,3,1
C01161,36,Pro,152.1,Mensal,17,15,1,2,3,1.8,0,5,0
C01162,21,Basic,46.53,Anual,5,16,16,3,5,0.2,0,2,0
C01163,13,Pro,146.27,Mensal,13,8,19,2,3,0.2,1,4,0
C01164,4,Basic,47.04,Mensal,3,9,10,4,5,0.3,0,0,1
C01165,15,Enterprise,518.96,Mensal,51,12,4,3,4,0.5,0,6,0
C01166,30,Pro,136.79,Anual,20,13,3,1,6,2.6,0,4,0
C01167,37,Basic,45.71,Mensal,2,7,6,5,1,2.1,0,5,0
C01168,10,Basic,47.55,Mensal,4,5,11,3,9,1.0,0,3,0
C01169,60,Enterprise,516.04,Anual,27,16,12,2,5,2.3,0,5,0
C01170,29,Basic,52.02,Mensal,3,11,14,0,7,1.0,0,4,0
C01171,6,Basic,52.38,Anual,2,16,14,2,10,4.2,0,1,0
C01172,5,Pro,152.95,Mensal,19,8,5,4,0,1.2,0,1,1
C01173,12,Basic,48.8,Mensal,2,12,4,4,2,4.7,0,6,0
C01174,10,Basic,50.95,Mensal,2,8,19,1,5,1.2,0,2,0
C01175,19,Basic,46.2,Anual,2,15,3,5,7,5.1,0,0,0
C01176,14,Basic,44.48,Mensal,1,7,10,0,5,1.0,1,4,0
C01177,11,Basic,50.07,Mensal,4,7,6,1,0,0.0,0,5,0
C01178,3,Basic,46.54,Mensal,1,7,14,1,7,1.8,0,6,0
C01179,22,Basic,48.84,Mensal,2,9,7,0,7,0.0,0,6,0
C01180,3,Basic,49.29,Anual,3,16,2,1,0,0.6,0,7,0
C01181,29,Basic,49.61,Bienal,4,12,7,2,10,0.5,1,1,0
C01182,2,Enterprise,522.4,Mensal,79,8,2,0,9,2.1,0,5,1
C01183,2,Pro,155.2,Mensal,13,11,4,1,3,2.4,0,2,1
C01184,6,Basic,49.48,Mensal,3,12,9,5,6,1.8,1,7,0
C01185,9,Basic,47.92,Bienal,1,22,19,1,8,0.7,0,1,0
C01186,8,Pro,149.8,Mensal,7,8,4,4,4,1.2,0,5,0
C01187,9,Basic,47.54,Mensal,2,6,16,1,0,0.6,0,6,0
C01188,16,Basic,48.52,Bienal,2,18,10,1,4,5.1,0,4,0
C01189,6,Pro,168.51,Bienal,5,11,19,2,3,5.1,0,3,0
C01190,17,Basic,49.45,Mensal,4,12,10,0,8,0.3,1,3,1
C01191,1,Pro,152.35,Mensal,16,2,2,1,0,1.9,0,2,1
C01192,6,Pro,143.74,Anual,15,16,8,2,10,1.8,0,0,0
C01193,2,Pro,156.6,Anual,10,10,2,2,3,2.0,0,4,0
C01194,28,Basic,50.86,Mensal,3,6,5,2,4,4.1,1,4,0
C01195,7,Basic,50.88,Mensal,3,9,11,1,3,1.6,0,5,0
C01196,21,Basic,49.53,Mensal,2,7,18,0,0,5.4,1,0,1
C01197,2,Pro,156.7,Mensal,17,7,12,1,7,0.0,0,5,0
C01198,37,Enterprise,530.73,Mensal,54,10,7,1,8,2.6,0,2,0
C01199,14,Enterprise,506.06,Anual,83,16,13,1,3,1.8,0,5,0
C01200,13,Basic,48.72,Mensal,4,5,5,4,1,0.7,0,3,1
C01201,3,Pro,155.66,Mensal,22,7,2,2,9,0.1,1,7,1
C01202,5,Basic,46.78,Anual,4,15,14,3,7,0.3,0,0,0
C01203,11,Pro,143.65,Mensal,16,9,17,1,3,0.3,0,2,0
C01204,6,Basic,48.87,Mensal,3,8,12,0,7,5.7,1,5,0
C01205,26,Basic,44.73,Bienal,2,12,10,0,2,2.8,0,1,0
C01206,14,Basic,51.03,Mensal,1,11,9,6,6,0.2,0,2,0
C01207,6,Enterprise,474.98,Anual,36,18,7,6,5,0.5,0,5,0
C01208,24,Basic,47.84,Mensal,2,4,19,0,2,6.2,0,4,1
C01209,10,Basic,48.48,Mensal,2,10,10,2,7,1.0,0,1,0
C01210,23,Basic,49.1,Anual,4,10,17,4,1,4.6,0,2,0
C01211,9,Basic,48.16,Mensal,4,3,1,2,9,0.4,0,5,0
C01212,20,Enterprise,497.32,Mensal,58,10,7,4,1,0.7,0,0,0
C01213,10,Basic,48.85,Mensal,3,11,5,5,8,2.5,0,7,0
C01214,26,Basic,47.9,Mensal,2,12,3,4,3,0.9,1,3,0
C01215,2,Pro,143.24,Mensal,19,7,19,3,5,1.8,1,3,1
C01216,4,Basic,51.65,Anual,3,15,1,2,9,1.7,0,5,0
C01217,12,Basic,43.84,Mensal,4,9,11,1,10,1.1,1,1,0
C01218,7,Basic,48.5,Mensal,2,11,5,5,5,1.8,0,4,1
C01219,9,Basic,47.85,Mensal,4,9,2,2,3,2.7,1,7,0
C01220,21,Basic,50.03,Mensal,1,5,19,0,8,1.4,0,7,0
C01221,9,Basic,45.44,Mensal,4,11,6,1,10,0.9,0,3,0
C01222,17,Basic,47.78,Mensal,2,6,7,1,3,4.1,0,7,0
C01223,6,Pro,148.24,Anual,14,10,4,3,4,1.4,0,0,1
C01224,1,Pro,156.97,Mensal,2,7,14,1,9,0.4,0,7,0
C01225,23,Pro,151.47,Mensal,12,11,18,0,2,2.7,0,3,0
C01226,42,Basic,46.1,Anual,4,21,7,2,6,0.2,0,2,0
C01227,16,Basic,47.81,Mensal,2,7,16,0,4,0.1,0,0,0
C01228,12,Enterprise,521.11,Mensal,102,7,8,1,5,0.2,1,4,0
C01229,14,Pro,140.05,Anual,15,12,11,4,6,2.3,0,0,0
C01230,33,Basic,48.81,Anual,4,14,16,0,5,6.6,0,5,0
C01231,16,Basic,48.98,Mensal,3,3,19,4,5,4.6,0,0,1
C01232,24,Basic,48.05,Mensal,1,8,12,1,4,7.2,0,4,0
C01233,23,Basic,55.6,Mensal,3,5,8,1,0,0.4,0,3,1
C01234,28,Basic,47.99,Mensal,4,5,9,1,8,2.1,0,7,0
C01235,12,Basic,50.1,Mensal,3,13,17,2,3,0.2,0,3,0
C01236,8,Enterprise,479.88,Anual,76,15,7,1,0,1.4,0,2,0
C01237,20,Pro,152.93,Anual,28,13,9,0,5,0.5,1,5,0
C01238,27,Pro,155.49,Bienal,21,16,15,4,9,1.2,1,6,0
C01239,30,Basic,47.56,Mensal,3,4,17,1,7,0.5,0,4,0
C01240,36,Pro,148.59,Mensal,16,9,9,2,6,4.4,0,6,0
C01241,25,Pro,142.33,Mensal,19,7,18,3,10,4.2,1,6,0
C01242,8,Basic,46.2,Mensal,3,2,17,1,7,1.4,0,3,0
C01243,16,Pro,156.72,Mensal,1,16,9,4,10,8.5,1,6,0
C01244,15,Pro,144.87,Anual,17,23,6,1,9,0.6,0,6,0
C01245,13,Pro,131.02,Mensal,14,19,4,5,5,0.2,0,1,0
C01246,20,Basic,53.33,Mensal,2,8,3,0,0,1.1,0,3,1
C01247,11,Pro,143.02,Mensal,13,9,4,4,6,1.7,0,0,1
C01248,11,Basic,48.4,Bienal,1,14,2,1,10,0.0,0,6,0
C01249,44,Basic,53.02,Mensal,1,5,6,3,7,0.4,0,5,0
C01250,13,Basic,48.65,Anual,4,11,19,4,2,1.5,0,0,0
C01251,28,Basic,48.6,Anual,3,19,5,4,9,4.7,0,0,1
C01252,29,Basic,45.99,Mensal,1,9,8,2,9,3.2,0,4,0
C01253,16,Basic,44.99,Anual,2,14,8,2,8,6.0,1,3,0
C01254,12,Pro,147.76,Mensal,20,12,10,3,1,0.0,0,0,0
C01255,6,Basic,49.89,Mensal,2,11,10,2,7,3.5,0,0,0
C01256,3,Enterprise,506.62,Mensal,119,4,12,0,9,1.7,0,6,1
C01257,21,Basic,47.82,Mensal,4,6,2,4,4,0.9,0,3,0
C01258,18,Pro,149.15,Anual,6,16,7,3,7,2.6,0,6,0
C01259,23,Enterprise,453.16,Anual,75,16,18,1,9,3.8,0,3,0
C01260,9,Pro,152.43,Mensal,12,10,19,4,8,0.8,0,7,0
C01261,47,Pro,150.2,Mensal,6,10,1,3,7,2.2,0,6,0
C01262,19,Pro,163.7,Mensal,6,8,12,4,4,0.1,0,7,0
C01263,12,Basic,49.02,Mensal,2,8,3,3,1,0.3,1,5,1
C01264,1,Basic,46.69,Anual,2,12,11,0,2,2.3,0,0,0
C01265,10,Basic,48.88,Mensal,3,10,1,1,6,1.2,0,3,0
C01266,24,Basic,48.2,Anual,4,15,15,2,8,0.2,0,0,0
C01267,35,Basic,50.07,Mensal,3,8,19,1,3,0.9,0,4,0
C01268,14,Basic,49.07,Anual,3,11,3,2,4,0.8,0,3,0
C01269,39,Enterprise,467.56,Mensal,71,5,8,1,2,2.7,0,4,0
C01270,6,Pro,136.81,Mensal,18,7,4,3,3,3.3,0,7,1
C01271,18,Pro,150.96,Anual,14,19,4,4,7,1.5,0,1,0
C01272,19,Pro,159.3,Mensal,12,8,16,2,0,1.2,0,6,0
C01273,21,Basic,49.19,Mensal,5,8,3,1,7,6.8,0,6,0
C01274,15,Basic,50.99,Anual,1,19,3,4,0,1.7,1,3,0
C01275,18,Pro,156.55,Mensal,3,7,8,4,10,1.7,0,3,0
C01276,6,Pro,150.99,Mensal,17,10,6,3,8,1.2,0,3,0
C01277,33,Basic,47.0,Mensal,2,5,19,3,10,0.5,0,5,0
C01278,26,Basic,49.48,Mensal,1,11,8,2,4,2.7,1,6,0
C01279,17,Basic,51.96,Anual,1,17,11,7,4,3.2,0,0,0
C01280,26,Basic,50.3,Anual,1,13,2,0,5,1.0,1,7,0
C01281,34,Basic,50.83,Mensal,4,13,7,2,1,1.6,0,0,0
C01282,21,Basic,47.87,Mensal,4,9,4,1,7,1.2,0,1,0
C01283,50,Pro,147.49,Mensal,24,8,7,0,1,0.5,0,4,0
C01284,22,Enterprise,496.04,Mensal,29,11,6,1,9,0.1,0,0,0
C01285,7,Basic,48.87,Anual,1,15,3,5,10,0.7,0,5,0
C01286,17,Pro,157.7,Mensal,6,10,11,1,2,3.1,0,1,1
C01287,27,Pro,131.51,Anual,22,11,10,2,4,0.5,1,2,0
C01288,34,Basic,49.07,Mensal,3,5,10,2,0,1.1,0,4,1
C01289,16,Pro,148.41,Anual,15,27,9,2,3,0.2,1,7,0
C01290,6,Basic,45.64,Mensal,3,8,10,0,2,0.2,1,1,0
C01291,11,Pro,154.0,Mensal,14,11,14,2,6,2.1,0,6,0
C01292,4,Basic,47.22,Bienal,1,15,5,2,8,2.3,1,5,0
C01293,24,Enterprise,490.09,Mensal,96,7,4,2,0,4.5,0,4,0
C01294,10,Enterprise,545.13,Mensal,74,7,13,4,1,2.5,0,7,1
C01295,7,Basic,51.47,Anual,1,16,3,5,7,4.2,0,5,0
C01296,25,Basic,50.41,Bienal,3,17,7,2,5,0.7,0,6,0
C01297,39,Basic,49.93,Mensal,2,8,12,1,9,1.6,0,4,1
C01298,7,Pro,147.77,Bienal,16,15,12,0,8,3.4,0,3,0
C01299,16,Pro,163.9,Mensal,14,8,15,1,7,0.7,1,2,0
C01300,12,Basic,50.97,Bienal,4,14,9,2,10,2.8,0,2,0
C01301,35,Pro,143.42,Mensal,16,8,10,1,4,2.9,0,0,0
C01302,13,Basic,45.57,Mensal,1,4,1,4,7,0.2,0,2,0
C01303,6,Basic,50.39,Mensal,3,6,16,0,1,2.5,0,6,0
C01304,13,Basic,48.86,Anual,3,18,5,1,1,7.4,0,2,0
C01305,30,Basic,45.5,Bienal,3,20,16,5,2,0.2,1,3,0
C01306,11,Basic,50.05,Mensal,4,6,13,4,3,4.3,0,3,1
C01307,8,Basic,48.34,Mensal,2,9,18,2,2,2.0,1,6,0
C01308,12,Basic,50.3,Mensal,3,3,17,3,7,3.7,0,4,0
C01309,6,Enterprise,510.02,Mensal,24,9,8,0,4,1.3,0,2,0
C01310,12,Basic,47.51,Anual,2,13,8,1,7,0.8,0,7,0
C01311,9,Enterprise,514.79,Mensal,71,5,18,0,1,4.3,0,0,0
C01312,56,Pro,145.29,Bienal,23,20,17,0,3,7.8,0,1,0
C01313,2,Pro,145.78,Bienal,14,16,14,1,6,1.7,1,1,0
C01314,6,Basic,47.7,Mensal,3,12,18,3,10,1.8,0,0,0
C01315,8,Pro,157.43,Mensal,4,3,12,1,4,2.3,1,1,0
C01316,6,Basic,48.31,Bienal,2,18,1,4,6,1.8,0,5,0
C01317,19,Basic,52.36,Anual,1,12,11,2,5,1.8,0,5,0
C01318,7,Basic,53.37,Anual,5,13,8,2,0,7.1,1,0,0
C01319,3,Basic,47.19,Mensal,2,9,1,3,3,3.2,1,0,1
C01320,15,Enterprise,426.12,Mensal,82,6,11,2,3,3.5,0,7,0
C01321,11,Enterprise,525.06,Anual,84,19,11,2,4,1.8,0,6,0
C01322,8,Pro,146.45,Mensal,5,11,14,3,2,1.5,0,6,1
C01323,34,Basic,46.88,Anual,2,20,15,2,7,3.3,1,5,0
C01324,19,Pro,144.61,Anual,17,16,7,1,5,6.2,0,3,0
C01325,17,Pro,145.91,Mensal,15,5,19,2,0,0.2,0,2,0
C01326,19,Basic,52.18,Mensal,1,7,9,0,3,1.8,0,2,0
C01327,19,Basic,49.39,Mensal,2,10,9,1,5,2.5,1,4,0
C01328,11,Pro,158.56,Anual,21,19,4,2,2,4.1,0,0,0
C01329,7,Basic,50.21,Mensal,3,13,19,3,6,0.5,0,7,0
C01330,15,Basic,48.24,Mensal,4,0,8,3,8,0.7,0,7,0
C01331,11,Pro,146.09,Bienal,9,14,4,1,7,0.1,1,0,0
C01332,2,Basic,50.38,Anual,4,17,17,1,7,1.8,0,4,0
C01333,5,Basic,51.01,Mensal,2,7,19,4,10,1.7,0,2,0
C01334,10,Basic,51.44,Anual,4,14,5,2,5,2.2,0,3,0
C01335,26,Pro,147.05,Mensal,15,9,12,2,8,0.6,0,3,0
C01336,15,Enterprise,503.37,Bienal,14,21,18,2,3,1.7,0,4,0
C01337,6,Pro,153.35,Anual,20,18,13,2,8,9.5,0,7,0
C01338,5,Pro,146.14,Mensal,12,6,9,0,6,5.0,0,5,0
C01339,30,Pro,140.54,Mensal,12,9,11,1,9,2.1,1,7,0
C01340,12,Pro,142.99,Mensal,6,19,2,0,0,1.9,0,2,0
C01341,1,Basic,48.41,Anual,4,17,19,2,10,2.5,1,6,0
C01342,12,Basic,50.62,Anual,2,12,10,0,2,1.9,0,3,0
C01343,22,Pro,158.38,Mensal,24,12,1,2,9,6.7,0,3,0
C01344,5,Pro,138.9,Bienal,12,19,7,4,4,3.4,1,0,0
C01345,14,Basic,47.54,Mensal,1,2,8,0,6,3.1,1,7,0
C01346,15,Pro,146.33,Anual,22,19,19,1,3,1.1,0,0,0
C01347,5,Pro,154.92,Anual,14,14,17,1,9,0.1,1,3,0
C01348,32,Basic,47.71,Mensal,2,13,6,3,7,0.4,1,7,0
C01349,15,Basic,47.95,Mensal,1,6,4,2,3,1.0,0,5,0
C01350,10,Basic,45.54,Anual,2,5,1,1,1,3.4,0,0,0
C01351,12,Basic,50.18,Anual,3,16,11,1,10,2.3,0,7,0
C01352,4,Basic,48.6,Mensal,1,10,9,0,10,0.4,0,4,0
C01353,4,Basic,47.4,Anual,2,12,10,2,1,2.1,0,1,0
C01354,9,Basic,48.36,Mensal,2,10,6,2,3,0.6,0,2,0
C01355,10,Basic,51.76,Mensal,3,11,16,1,2,0.0,0,6,0
C01356,11,Pro,141.51,Anual,23,12,10,4,2,2.2,0,4,0
C01357,33,Pro,142.73,Mensal,13,6,18,2,1,0.9,0,3,0
C01358,21,Basic,52.07,Anual,2,8,5,3,8,0.4,0,2,0
C01359,2,Basic,49.19,Anual,6,19,5,7,8,1.0,0,6,0
C01360,29,Basic,50.64,Mensal,2,15,12,1,6,0.6,0,2,1
C01361,9,Basic,49.98,Mensal,2,4,14,4,4,0.5,1,4,1
C01362,23,Basic,48.91,Mensal,2,8,6,0,10,0.7,1,0,1
C01363,10,Basic,48.15,Mensal,2,4,11,3,8,8.0,1,1,1
C01364,15,Basic,51.04,Anual,3,11,10,4,0,0.5,0,6,0
C01365,4,Enterprise,528.0,Mensal,109,5,13,0,5,1.4,0,6,0
C01366,17,Basic,51.66,Bienal,3,16,13,3,1,4.5,0,7,0
C01367,25,Pro,140.17,Mensal,21,10,4,3,4,2.2,0,0,0
C01368,3,Basic,52.2,Mensal,4,7,3,3,4,1.1,0,4,1
C01369,25,Basic,48.12,Bienal,3,19,6,0,9,2.6,1,1,0
C01370,7,Enterprise,480.16,Mensal,92,10,3,0,9,1.5,0,5,0
C01371,41,Basic,48.59,Anual,4,17,11,5,4,0.3,0,1,0
C01372,23,Pro,155.19,Anual,8,16,10,4,8,2.1,0,0,0
C01373,20,Enterprise,512.48,Anual,159,9,1,3,6,1.5,1,6,0
C01374,12,Pro,147.1,Mensal,11,4,16,2,6,6.9,1,1,0
C01375,63,Basic,51.05,Mensal,2,7,14,2,9,2.7,1,6,0
C01376,9,Basic,49.34,Bienal,1,16,9,1,6,4.4,0,5,0
C01377,5,Basic,47.6,Mensal,1,6,4,2,2,1.9,0,4,1
C01378,8,Basic,47.27,Anual,4,17,4,2,4,0.6,0,1,1
C01379,28,Basic,50.01,Anual,5,19,18,2,4,1.3,1,2,0
C01380,14,Pro,148.39,Mensal,11,12,5,1,9,1.2,0,1,0
C01381,13,Pro,138.75,Anual,17,12,17,1,1,2.3,0,3,1
C01382,9,Basic,51.08,Bienal,3,22,13,1,5,2.0,1,1,0
C01383,12,Basic,47.82,Mensal,4,6,12,3,5,6.6,0,1,0
C01384,9,Pro,160.86,Anual,28,11,16,1,10,1.5,0,2,0
C01385,22,Enterprise,464.0,Anual,128,17,17,1,8,1.2,0,0,0
C01386,11,Basic,48.56,Mensal,2,8,6,1,2,1.2,0,7,1
C01387,8,Basic,47.29,Anual,3,14,19,2,0,5.2,0,6,0
C01388,26,Pro,141.73,Mensal,18,8,3,0,1,3.1,0,2,0
C01389,6,Pro,145.37,Mensal,14,6,15,2,0,0.2,0,1,0
C01390,14,Enterprise,543.18,Anual,44,11,8,4,4,0.3,0,6,0
C01391,2,Basic,49.35,Bienal,2,16,12,4,8,4.4,0,0,0
C01392,4,Basic,47.06,Mensal,4,15,16,0,7,0.2,1,6,0
C01393,10,Basic,44.52,Anual,4,17,9,2,7,0.5,0,1,0
C01394,9,Basic,44.78,Mensal,2,10,2,1,5,0.5,1,0,0
C01395,9,Pro,145.0,Mensal,16,14,16,1,4,1.1,0,7,0
C01396,23,Basic,47.45,Mensal,4,12,3,2,9,4.3,1,4,0
C01397,24,Pro,147.33,Anual,4,9,14,0,3,1.1,1,2,0
C01398,17,Enterprise,442.31,Mensal,65,13,9,2,6,5.9,0,0,1
C01399,5,Enterprise,496.71,Mensal,144,4,9,1,3,2.4,1,5,1
C01400,12,Pro,156.66,Anual,16,20,5,0,4,1.0,0,4,0
C01401,45,Enterprise,539.49,Mensal,43,9,10,3,0,0.1,1,0,0
C01402,59,Basic,44.36,Mensal,3,10,4,1,6,4.2,1,5,0
C01403,26,Basic,47.04,Mensal,4,7,5,3,5,2.1,1,4,1
C01404,5,Basic,46.91,Anual,1,12,9,1,3,1.1,0,6,0
C01405,12,Enterprise,502.64,Anual,85,17,15,2,6,2.9,0,5,1
C01406,16,Enterprise,468.57,Anual,68,16,10,2,1,1.6,0,4,0
C01407,14,Basic,53.12,Mensal,1,9,17,2,9,0.8,0,0,0
C01408,28,Basic,49.11,Mensal,3,9,6,4,0,0.0,0,1,0
C01409,22,Basic,48.7,Anual,2,11,1,3,5,0.7,0,2,0
C01410,5,Basic,52.9,Mensal,2,10,6,2,2,1.3,0,7,0
C01411,8,Pro,148.88,Mensal,12,4,3,4,1,0.5,1,2,0
C01412,26,Basic,49.98,Mensal,1,5,10,2,1,1.0,0,4,0
C01413,34,Pro,143.41,Mensal,6,5,19,2,3,0.8,0,7,0
C01414,16,Pro,138.79,Mensal,10,9,10,1,6,1.1,0,0,0
C01415,37,Basic,47.5,Bienal,4,14,4,2,8,4.6,1,5,0
C01416,15,Basic,54.36,Mensal,3,7,12,1,10,3.3,0,7,0
C01417,6,Enterprise,514.79,Anual,77,19,14,1,6,1.6,0,6,0
C01418,21,Pro,151.05,Mensal,8,12,17,1,5,0.0,1,4,1
C01419,72,Basic,46.61,Anual,2,22,10,2,8,1.3,1,3,0
C01420,4,Basic,51.23,Mensal,3,8,9,1,8,0.3,0,1,0
C01421,36,Enterprise,465.13,Bienal,96,24,10,1,4,1.7,0,4,0
C01422,20,Pro,137.33,Mensal,12,4,5,1,4,1.3,1,7,0
C01423,7,Pro,144.84,Anual,1,11,3,2,0,1.6,0,4,1
C01424,2,Pro,163.56,Mensal,10,6,15,0,0,4.3,0,5,0
C01425,1,Pro,163.14,Mensal,12,5,3,1,9,2.0,1,2,0
